"Year","Cluster","Indicator","Attribute","Value","Province","Area Council"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Malampa","South Malekula"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Malampa","North Ambrym"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Malampa","West Ambrym"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Malampa","South East Ambrym"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Malampa","Paama"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Port Vila"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Vermali"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Vermaul"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Varisu"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","South Epi"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","North Tongoa"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Makimae"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Tongariki"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Nguna"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Emau"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Malorua"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","North Efate"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Mele"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Tanvasoko"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Ifira"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Pango"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Erakor"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Eratap"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Shefa","Eton"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","North Erromango"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","South Erromango"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","Aniwa"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","North Tanna"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","West Tanna"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","Middle Bush Tanna"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","South West Tanna"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","Whitesands"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","South Tanna"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","Futuna"
2025,"Energy","Energy Infrastructure","high voltage support poles",90000,"Tafea","Aneityum"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Torba","Torres"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Torba","Ureparapara"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Torba","Motalava"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Torba","East Vanualava"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Torba","West Vanualava"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Torba","Mota"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Torba","East Gaua"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Torba","West Gaua"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Torba","Merelava"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","Luganville"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","North West Santo"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","Big Bay Coast"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","Big Bay Inland"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","West Santo"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","South Santo 1"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","South Santo 2"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","East Santo"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","South East Santo"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","Canal Fanafo"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","West Malo"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Sanma","East Malo"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Penama","West Ambae"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Penama","North Ambae"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Penama","East Ambae"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Penama","South Ambae"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Penama","North Maewo"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Penama","South Maewo"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Penama","North Pentecost"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Penama","Central Pentecost 1"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Penama","Central Pentecost 2"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Penama","South Pentecost"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Malampa","North West Malekula"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Malampa","North East Malekula"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Malampa","Central Malekula"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Malampa","South West Malekula"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Malampa","South East Malekula"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Malampa","South Malekula"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Malampa","North Ambrym"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Malampa","West Ambrym"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Malampa","South East Ambrym"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Malampa","Paama"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Port Vila"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Vermali"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Vermaul"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Varisu"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","South Epi"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","North Tongoa"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Makimae"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Tongariki"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Nguna"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Emau"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Malorua"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","North Efate"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Mele"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Tanvasoko"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Ifira"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Pango"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Erakor"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Eratap"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Shefa","Eton"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","North Erromango"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","South Erromango"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","Aniwa"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","North Tanna"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","West Tanna"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","Middle Bush Tanna"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","South West Tanna"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","Whitesands"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","South Tanna"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","Futuna"
2025,"Energy","Energy Infrastructure","high voltage transformer substation",3500000,"Tafea","Aneityum"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Torba","Torres"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Torba","Ureparapara"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Torba","Motalava"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Torba","East Vanualava"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Torba","West Vanualava"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Torba","Mota"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Torba","East Gaua"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Torba","West Gaua"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Torba","Merelava"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","Luganville"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","North West Santo"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","Big Bay Coast"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","Big Bay Inland"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","West Santo"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","South Santo 1"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","South Santo 2"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","East Santo"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","South East Santo"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","Canal Fanafo"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","West Malo"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Sanma","East Malo"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Penama","West Ambae"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Penama","North Ambae"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Penama","East Ambae"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Penama","South Ambae"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Penama","North Maewo"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Penama","South Maewo"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Penama","North Pentecost"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Penama","Central Pentecost 1"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Penama","Central Pentecost 2"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Penama","South Pentecost"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Malampa","North West Malekula"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Malampa","North East Malekula"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Malampa","Central Malekula"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Malampa","South West Malekula"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Malampa","South East Malekula"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Malampa","South Malekula"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Malampa","North Ambrym"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Malampa","West Ambrym"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Malampa","South East Ambrym"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Malampa","Paama"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Port Vila"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Vermali"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Vermaul"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Varisu"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","South Epi"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","North Tongoa"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Makimae"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Tongariki"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Nguna"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Emau"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Malorua"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","North Efate"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Mele"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Tanvasoko"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Ifira"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Pango"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Erakor"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Eratap"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Shefa","Eton"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","North Erromango"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","South Erromango"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","Aniwa"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","North Tanna"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","West Tanna"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","Middle Bush Tanna"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","South West Tanna"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","Whitesands"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","South Tanna"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","Futuna"
2025,"Energy","Energy Infrastructure","low voltage poles",75000,"Tafea","Aneityum"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Torba","Torres"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Torba","Ureparapara"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Torba","Motalava"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Torba","East Vanualava"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Torba","West Vanualava"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Torba","Mota"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Torba","East Gaua"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Torba","West Gaua"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Torba","Merelava"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","Luganville"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","North West Santo"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","Big Bay Coast"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","Big Bay Inland"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","West Santo"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","South Santo 1"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","South Santo 2"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","East Santo"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","South East Santo"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","Canal Fanafo"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","West Malo"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Sanma","East Malo"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Penama","West Ambae"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Penama","North Ambae"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Penama","East Ambae"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Penama","South Ambae"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Penama","North Maewo"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Penama","South Maewo"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Penama","North Pentecost"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Penama","Central Pentecost 1"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Penama","Central Pentecost 2"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Penama","South Pentecost"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Malampa","North West Malekula"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Malampa","North East Malekula"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Malampa","Central Malekula"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Malampa","South West Malekula"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Malampa","South East Malekula"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Malampa","South Malekula"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Malampa","North Ambrym"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Malampa","West Ambrym"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Malampa","South East Ambrym"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Malampa","Paama"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Port Vila"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Vermali"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Vermaul"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Varisu"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","South Epi"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","North Tongoa"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Makimae"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Tongariki"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Nguna"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Emau"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Malorua"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","North Efate"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Mele"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Tanvasoko"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Ifira"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Pango"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Erakor"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Eratap"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Shefa","Eton"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","North Erromango"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","South Erromango"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","Aniwa"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","North Tanna"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","West Tanna"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","Middle Bush Tanna"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","South West Tanna"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","Whitesands"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","South Tanna"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","Futuna"
2025,"Energy","Energy Infrastructure","low voltage street distrbution boxes",40000,"Tafea","Aneityum"
2025,"Food Security","Staple Crop Production","banana",120,"Torba","Torres"
2025,"Food Security","Staple Crop Production","banana",120,"Torba","Ureparapara"
2025,"Food Security","Staple Crop Production","banana",120,"Torba","Motalava"
2025,"Food Security","Staple Crop Production","banana",120,"Torba","East Vanualava"
2025,"Food Security","Staple Crop Production","banana",120,"Torba","West Vanualava"
2025,"Food Security","Staple Crop Production","banana",120,"Torba","Mota"
2025,"Food Security","Staple Crop Production","banana",120,"Torba","East Gaua"
2025,"Food Security","Staple Crop Production","banana",120,"Torba","West Gaua"
2025,"Food Security","Staple Crop Production","banana",120,"Torba","Merelava"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","Luganville"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","North West Santo"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","Big Bay Coast"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","Big Bay Inland"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","West Santo"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","South Santo 1"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","South Santo 2"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","East Santo"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","South East Santo"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","Canal Fanafo"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","West Malo"
2025,"Food Security","Staple Crop Production","banana",120,"Sanma","East Malo"
2025,"Food Security","Staple Crop Production","banana",120,"Penama","West Ambae"
2025,"Food Security","Staple Crop Production","banana",120,"Penama","North Ambae"
2025,"Food Security","Staple Crop Production","banana",120,"Penama","East Ambae"
2025,"Food Security","Staple Crop Production","banana",120,"Penama","South Ambae"
2025,"Food Security","Staple Crop Production","banana",120,"Penama","North Maewo"
2025,"Food Security","Staple Crop Production","banana",120,"Penama","South Maewo"
2025,"Food Security","Staple Crop Production","banana",120,"Penama","North Pentecost"
2025,"Food Security","Staple Crop Production","banana",120,"Penama","Central Pentecost 1"
2025,"Food Security","Staple Crop Production","banana",120,"Penama","Central Pentecost 2"
2025,"Food Security","Staple Crop Production","banana",120,"Penama","South Pentecost"
2025,"Food Security","Staple Crop Production","banana",120,"Malampa","North West Malekula"
2025,"Food Security","Staple Crop Production","banana",120,"Malampa","North East Malekula"
2025,"Food Security","Staple Crop Production","banana",120,"Malampa","Central Malekula"
2025,"Food Security","Staple Crop Production","banana",120,"Malampa","South West Malekula"
2025,"Food Security","Staple Crop Production","banana",120,"Malampa","South East Malekula"
2025,"Food Security","Staple Crop Production","banana",120,"Malampa","South Malekula"
2025,"Food Security","Staple Crop Production","banana",120,"Malampa","North Ambrym"
2025,"Food Security","Staple Crop Production","banana",120,"Malampa","West Ambrym"
2025,"Food Security","Staple Crop Production","banana",120,"Malampa","South East Ambrym"
2025,"Food Security","Staple Crop Production","banana",120,"Malampa","Paama"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Port Vila"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Vermali"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Vermaul"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Varisu"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","South Epi"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","North Tongoa"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Makimae"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Tongariki"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Nguna"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Emau"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Malorua"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","North Efate"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Mele"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Tanvasoko"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Ifira"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Pango"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Erakor"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Eratap"
2025,"Food Security","Staple Crop Production","banana",120,"Shefa","Eton"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","North Erromango"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","South Erromango"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","Aniwa"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","North Tanna"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","West Tanna"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","Middle Bush Tanna"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","South West Tanna"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","Whitesands"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","South Tanna"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","Futuna"
2025,"Food Security","Staple Crop Production","banana",120,"Tafea","Aneityum"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Torba","Torres"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Torba","Ureparapara"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Torba","Motalava"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Torba","East Vanualava"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Torba","West Vanualava"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Torba","Mota"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Torba","East Gaua"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Torba","West Gaua"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Torba","Merelava"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","Luganville"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","North West Santo"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","Big Bay Coast"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","Big Bay Inland"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","West Santo"
