"Year","Month","Day","Baseline","Cluster","Indicator","Attribute","Hazard Type","Hazard Response & Recovery","Climate Change","Past Hazard Events","Blue Economy","Agriculture","International Trade","Measure","Country","National","Province","Area Council","Village","Unit","Source","Year Collected","Frequency Collection","Value"
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Torba","Torres",,"kilogram","National Agriculture Census",2022,"Every 10 Years",180
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Torba","Torres",,"kilogram","National Agriculture Census",2022,"Every 10 Years",23
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Torba","Torres",,"kilogram","National Agriculture Census",2022,"Every 10 Years",53
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Torba","Ureparapara",,"kilogram","National Agriculture Census",2022,"Every 10 Years",196
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Torba","Ureparapara",,"kilogram","National Agriculture Census",2022,"Every 10 Years",592
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Torba","Ureparapara",,"kilogram","National Agriculture Census",2022,"Every 10 Years",423
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Torba","Motalava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",518
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Torba","Motalava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",248
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Torba","East Vanualava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",106
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Torba","East Vanualava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",232
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Torba","East Vanualava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",218
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Torba","East Vanualava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",22
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Torba","West Vanualava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",154
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Torba","West Vanualava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",283
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Torba","West Vanualava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",387
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Torba","West Vanualava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",41
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Torba","West Vanualava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",90
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Torba","West Vanualava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",50
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Torba","East Gaua",,"kilogram","National Agriculture Census",2022,"Every 10 Years",345
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Torba","East Gaua",,"kilogram","National Agriculture Census",2022,"Every 10 Years",770
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Torba","East Gaua",,"kilogram","National Agriculture Census",2022,"Every 10 Years",471
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Torba","West Gaua",,"kilogram","National Agriculture Census",2022,"Every 10 Years",369
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Torba","West Gaua",,"kilogram","National Agriculture Census",2022,"Every 10 Years",518
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Torba","West Gaua",,"kilogram","National Agriculture Census",2022,"Every 10 Years",936
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Torba","Mota",,"kilogram","National Agriculture Census",2022,"Every 10 Years",369
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Torba","Mota",,"kilogram","National Agriculture Census",2022,"Every 10 Years",364
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Torba","Merelava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",233
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Torba","Merelava",,"kilogram","National Agriculture Census",2022,"Every 10 Years",160
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","North West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",307
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","North West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",503
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","North West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",458
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Sanma","North West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",56
2022,,,"Food Security",,"Cash Crop Production","pepper",,,,,,,,,,"Vanuatu","Sanma","North West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",104
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Sanma","North West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",162
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","North West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",234
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",150
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",628
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",265
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","West Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",59
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","Big Bay Coast",,"kilogram","National Agriculture Census",2022,"Every 10 Years",107
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","Big Bay Coast",,"kilogram","National Agriculture Census",2022,"Every 10 Years",208
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","Big Bay Coast",,"kilogram","National Agriculture Census",2022,"Every 10 Years",203
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Sanma","Big Bay Coast",,"kilogram","National Agriculture Census",2022,"Every 10 Years",19
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Sanma","Big Bay Coast",,"kilogram","National Agriculture Census",2022,"Every 10 Years",31
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","Big Bay Coast",,"kilogram","National Agriculture Census",2022,"Every 10 Years",31
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","Big Bay Inland",,"kilogram","National Agriculture Census",2022,"Every 10 Years",299
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","Big Bay Inland",,"kilogram","National Agriculture Census",2022,"Every 10 Years",472
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","Big Bay Inland",,"kilogram","National Agriculture Census",2022,"Every 10 Years",638
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Sanma","Big Bay Inland",,"kilogram","National Agriculture Census",2022,"Every 10 Years",53
2022,,,"Food Security",,"Cash Crop Production","pepper",,,,,,,,,,"Vanuatu","Sanma","Big Bay Inland",,"kilogram","National Agriculture Census",2022,"Every 10 Years",37
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Sanma","Big Bay Inland",,"kilogram","National Agriculture Census",2022,"Every 10 Years",82
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","Big Bay Inland",,"kilogram","National Agriculture Census",2022,"Every 10 Years",57
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","South Santo 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",91
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","South Santo 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",386
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","South Santo 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",168
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Sanma","South Santo 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",42
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Sanma","South Santo 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",63
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","South Santo 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",26
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","South Santo 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",291
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","South Santo 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",229
2022,,,"Food Security",,"Cash Crop Production","coffee",,,,,,,,,,"Vanuatu","Sanma","South Santo 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",104
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","South Santo 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",291
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Sanma","South Santo 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",35
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","South Santo 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",40
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",81
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",565
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",584
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Sanma","East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",34
2022,,,"Food Security",,"Cash Crop Production","pepper",,,,,,,,,,"Vanuatu","Sanma","East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",30
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Sanma","East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",96
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",109
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","South East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",257
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","South East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",325
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","South East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",354
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Sanma","South East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",55
2022,,,"Food Security",,"Cash Crop Production","pepper",,,,,,,,,,"Vanuatu","Sanma","South East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",25
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Sanma","South East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",33
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","South East Santo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",78
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","Canal Fanafo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",121
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","Canal Fanafo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",304
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","Canal Fanafo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",431
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Sanma","Canal Fanafo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",59
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Sanma","Canal Fanafo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",190
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","Canal Fanafo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",107
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","West Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",131
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","West Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",203
2022,,,"Food Security",,"Cash Crop Production","coffee",,,,,,,,,,"Vanuatu","Sanma","West Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",75
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","West Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",157
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Sanma","West Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",43
2022,,,"Food Security",,"Cash Crop Production","pepper",,,,,,,,,,"Vanuatu","Sanma","West Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",16
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Sanma","West Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",90
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","West Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",35
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",158
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",678
2022,,,"Food Security",,"Cash Crop Production","coffee",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",200
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",365
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",53
2022,,,"Food Security",,"Cash Crop Production","pepper",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",18
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",168
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",61
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Penama","West Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",32
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Penama","West Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",186
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Penama","West Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",162
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Penama","West Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",6
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Penama","West Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",14
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Penama","North Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",109
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Penama","North Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",391
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Penama","North Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",425
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Penama","North Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",32
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Penama","East Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",171
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Penama","East Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",453
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Penama","East Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",440
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Penama","East Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",39
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Penama","South Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",224
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Penama","South Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",1396
2022,,,"Food Security",,"Cash Crop Production","coffee",,,,,,,,,,"Vanuatu","Penama","South Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",481
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Penama","South Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",500
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Penama","South Ambae",,"kilogram","National Agriculture Census",2022,"Every 10 Years",86
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Penama","North Maewo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",137
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Penama","North Maewo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",846
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Penama","North Maewo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",669
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Penama","North Maewo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",56
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Penama","North Maewo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",125
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Penama","South Maewo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",110
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Penama","South Maewo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",362
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Penama","South Maewo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",329
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Penama","South Maewo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",104
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Penama","South Maewo",,"kilogram","National Agriculture Census",2022,"Every 10 Years",38
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Penama","North Pentecost",,"kilogram","National Agriculture Census",2022,"Every 10 Years",131
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Penama","North Pentecost",,"kilogram","National Agriculture Census",2022,"Every 10 Years",529
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Penama","North Pentecost",,"kilogram","National Agriculture Census",2022,"Every 10 Years",305
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Penama","North Pentecost",,"kilogram","National Agriculture Census",2022,"Every 10 Years",38
2022,,,"Food Security",,"Cash Crop Production","pepper",,,,,,,,,,"Vanuatu","Penama","North Pentecost",,"kilogram","National Agriculture Census",2022,"Every 10 Years",32
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",270
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",1205
2022,,,"Food Security",,"Cash Crop Production","coffee",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",430
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",506
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",94
2022,,,"Food Security",,"Cash Crop Production","pepper",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",65
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",162
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 1",,"kilogram","National Agriculture Census",2022,"Every 10 Years",169
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",89
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",379
2022,,,"Food Security",,"Cash Crop Production","coffee",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",95
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",189
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",41
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Penama","Central Pentecost 2",,"kilogram","National Agriculture Census",2022,"Every 10 Years",53
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Penama","South Pentecost",,"kilogram","National Agriculture Census",2022,"Every 10 Years",71
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Penama","South Pentecost",,"kilogram","National Agriculture Census",2022,"Every 10 Years",166
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Penama","South Pentecost",,"kilogram","National Agriculture Census",2022,"Every 10 Years",190
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Penama","South Pentecost",,"kilogram","National Agriculture Census",2022,"Every 10 Years",26
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Malampa","North West Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",72
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Malampa","North West Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",358
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Malampa","North West Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",374
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Malampa","North West Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",32
2022,,,"Food Security",,"Cash Crop Production","pepper",,,,,,,,,,"Vanuatu","Malampa","North West Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",17
2022,,,"Food Security",,"Cash Crop Production","tahitian lime",,,,,,,,,,"Vanuatu","Malampa","North West Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",113
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Malampa","North West Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",43
2022,,,"Food Security",,"Cash Crop Production","cocoa",,,,,,,,,,"Vanuatu","Malampa","North East Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",133
2022,,,"Food Security",,"Cash Crop Production","coconut",,,,,,,,,,"Vanuatu","Malampa","North East Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",293
2022,,,"Food Security",,"Cash Crop Production","kava",,,,,,,,,,"Vanuatu","Malampa","North East Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",776
2022,,,"Food Security",,"Cash Crop Production","noni",,,,,,,,,,"Vanuatu","Malampa","North East Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",73
2022,,,"Food Security",,"Cash Crop Production","pepper",,,,,,,,,,"Vanuatu","Malampa","North East Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",34
2022,,,"Food Security",,"Cash Crop Production","vanilla",,,,,,,,,,"Vanuatu","Malampa","North East Malekula",,"kilogram","National Agriculture Census",2022,"Every 10 Years",48
